venue_id,name,city,url,status,image_found,description_found,reason
af04fc49-4054-44ba-879a-2f556c0a789e,Emo's Austin,Austin,https://www.ticketmaster.com/emos-austin-tickets-austin/venue/476110,miss,false,false,"aggregator page, no usable image"
654bbbe3-71ef-4125-b9ac-e8f2bbab6c94,The Groundlings Theatre,Los Angeles,https://groundlings.com,miss,false,false,no usable og/meta tags
4939296d-3371-400e-9dd0-0781cf44fa5e,Kia Forum,Los Angeles,https://www.ticketmaster.com/kia-forum-tickets-inglewood/venue/73750,miss,false,false,"aggregator page, no usable image"
14a331ef-9030-4c13-a156-e22f1e33b8ca,The Echo Lounge & Music Hall,Dallas,https://www.ticketmaster.com/the-echo-lounge-music-hall-tickets-dallas/venue/99342,miss,false,false,"aggregator page, no usable image"
e1271383-010d-4d05-a444-8a427493c36f,Union Stage,Washington,,miss,false,false,no website url
04a4ac4d-b936-491e-8276-020aa0ed7605,The Fillmore Detroit,Detroit,https://www.ticketmaster.com/the-fillmore-detroit-tickets-detroit/venue/65587,miss,false,false,"aggregator page, no usable image"
158b170b-7387-4072-b418-f65483f48683,Mr Smalls Theatre,Pittsburgh,https://www.ticketweb.com/venue/mr-smalls-theatre-millvale-pa/17933,hit,true,false,aggregator: image only
911a976b-62b6-403e-ae9b-a5f29473ad7b,Riverbend Music Center,Cincinnati,https://www.ticketmaster.com/riverbend-music-center-tickets-cincinnati/venue/180337,miss,false,false,"aggregator page, no usable image"
31398035-4933-4bd4-9d0b-729d1a2ea0de,Starlight Theatre,Kansas City,https://www.ticketmaster.com/starlight-theatre-tickets-kansas-city/venue/49175,miss,false,false,"aggregator page, no usable image"
b962babc-b6cc-4cd0-8ae0-5076f7d97bb0,Andy's Jazz Club,Chicago,https://andysjazzclub.com,hit,true,true,
f9bf3aca-7ee5-4d7c-80ab-baacab21b91a,Hammers Dueling Piano Bar,Kansas City,https://www.hammersduelingpianobar.com/,hit,true,true,
